Meal Choice,Meal Cost,Tourist_Country,Cities,is_canceled,lead_time,arrival_date_year,arrival_date_month,Quarters ,stays_in_weekend_nights,stays_in_week_nights,Total_Stay_Days,Adults,Children,Market_segment,Distribution_channel,Room Class,Room Cost ,Total Room Cost ,Deposit_type,days_in_waiting_list,customer_type,Reservation_status,Overall Cost,
Half Meal,150,Europe, Bangalore,0,0,2025,November,1,0,1,1,2,0,Corporate,Corporate,B,900,900,Advance,4,Transient,Check-Out,1050,
Bed & Breakfast,100,Europe, Bhopal,0,2,2021,January,1,0,2,2,2,0,Corporate,Corporate,B,900,1800,No Deposit ,1,Transient,No-Show,1900,
Half Meal,150, Spain  , Goa,0,2,2024,August,1,0,3,3,1,0,Offline TA/TO,TA/TO,B,900,2700,Refundable,2,Transient-Party,No-Show,2850,
Self Catering,200, China  , Mumbai,0,2,2020,September,0,0,3,3,1,0,Offline TA/TO,TA/TO,E,600,1800,Non Refundable,1,Transient-Party,Check-Out,2000,
Bed & Breakfast,100, Spain  , Pune,0,55,2020,May,1,0,3,3,2,0,Offline TA/TO,TA/TO,A,1000,3000,Refundable,2,Transient-Party,Check-Out,3100,
No Meal,0,USA  , Bhopal,0,56,2025,September,0,0,3,3,2,0,Online TA,TA/TO,C,800,2400,No Deposit ,1,Transient,Check-Out,2400,
Half Meal,150, China  , Indore,0,2,2022,March,1,0,3,3,1,0,Offline TA/TO,TA/TO,E,600,1800,Non Refundable,1,Transient-Party,Check-Out,1950,
Full Meal,300,USA  , Goa,0,2,2025,September,1,0,3,3,1,0,Offline TA/TO,TA/TO,F,500,1500,Advance,2,Transient-Party,No-Show,1800,
Self Catering,200, Nepal  , Ahmedabad,0,55,2020,June,0,0,3,3,2,0,Offline TA/TO,TA/TO,D,700,2100,Advance,4,Transient-Party,Check-Out,2300,
Self Catering,200, China  , Kochi,0,55,2022,November,0,0,3,3,2,0,Offline TA/TO,TA/TO,B,900,2700,Advance,4,Transient-Party,Check-Out,2900,
Bed & Breakfast,100, Spain  , Kochi,1,55,2025,March,0,0,3,3,1,0,Offline TA/TO,TA/TO,E,600,1800,Refundable,3,Transient-Party,Canceled,1900,
Self Catering,200, Portugal  , Indore,1,2,2020,February,0,0,3,3,1,0,Offline TA/TO,TA/TO,A,1000,3000,Non Refundable,4,Transient-Party,Check-Out,3200,
Full Meal,300, Italy  , Bhopal,0,54,2020,June,1,2,4,6,2,0,Online TA,TA/TO,B,900,5400,Advance,3,Transient,Canceled,5700,
Full Meal,300, Iran  , Chennai,1,142,2021,January,0,2,4,6,2,0,Online TA,TA/TO,A,1000,6000,Non Refundable,4,Transient,Check-Out,6300,
No Meal,0, Spain  , Ahmedabad,0,51,2023,April,1,2,4,6,2,0,Online TA,TA/TO,D,700,4200,Refundable,1,Transient,Check-Out,4200,
Full Meal,300,USA  , Ahmedabad,0,49,2024,October,1,2,5,7,2,0,Offline TA/TO,TA/TO,B,900,6300,Non Refundable,2,Transient,No-Show,6600,
Self Catering,200,Europe, Chennai,0,93,2021,August,0,2,5,7,2,0,Offline TA/TO,TA/TO,B,900,6300,No Deposit ,3,Transient,Canceled,6500,
Self Catering,200,USA  , Mumbai,0,48,2024,March,0,2,5,7,2,0,Offline TA/TO,TA/TO,E,600,4200,Advance,3,Transient,Canceled,4400,
Half Meal,150, Nepal  , Mumbai,1,68,2020,January,1,2,5,7,2,0,Online TA,TA/TO,E,600,4200,Non Refundable,1,Transient,Canceled,4350,
Half Meal,150, Iran  , Goa,0,92,2025,October,0,2,5,7,2,0,Offline TA/TO,TA/TO,C,800,5600,Refundable,2,Transient,Check-Out,5750,
Bed & Breakfast,100,Europe, Goa,0,97,2025,June,0,2,5,7,2,0,Online TA,TA/TO,A,1000,7000,Advance,3,Transient,No-Show,7100,
Self Catering,200, Italy  , Chandigarh,0,48,2021,August,0,2,5,7,2,0,Offline TA/TO,TA/TO,C,800,5600,Non Refundable,1,Transient,Canceled,5800,
Bed & Breakfast,100, Portugal  , Bhopal,0,58,2022,August,1,2,5,7,2,0,Online TA,TA/TO,E,600,4200,Non Refundable,3,Transient,Canceled,4300,
Half Meal,150,USA  , Chandigarh,1,70,2020,May,1,2,5,7,2,0,Online TA,TA/TO,E,600,4200,Non Refundable,1,Transient,Canceled,4350,
Self Catering,200, Spain  , Goa,0,41,2025,April,1,4,10,14,1,0,Offline TA/TO,TA/TO,B,900,12600,No Deposit ,2,Contract,No-Show,12800,
Bed & Breakfast,100, Iran  , Lucknow,0,0,2023,December,0,0,1,1,3,0,Online TA,TA/TO,F,500,500,No Deposit ,2,Transient-Party,Check-Out,600,
Bed & Breakfast,100, Nepal  , Lucknow,1,63,2023,September,1,0,2,2,2,0,Online TA,TA/TO,E,600,1200,Advance,4,Transient,No-Show,1300,
Bed & Breakfast,100, Portugal  , Pune,0,44,2022,March,0,0,3,3,2,1,Direct,Direct,B,900,2700,Refundable,4,Transient,Check-Out,2800,
Full Meal,300, Iran  , Bangalore,0,19,2023,March,1,0,3,3,2,0,Online TA,TA/TO,F,500,1500,Advance,2,Transient,Canceled,1800,
Full Meal,300, Nepal  , Bhopal,0,57,2021,February,1,0,3,3,1,0,Online TA,TA/TO,C,800,2400,Advance,4,Transient,No-Show,2700,
Self Catering,200, China  , Ahmedabad,0,24,2024,May,1,0,3,3,1,0,Online TA,TA/TO,F,500,1500,Non Refundable,4,Transient,Check-Out,1700,
No Meal,0, Iran  , Chandigarh,0,22,2024,July,1,1,3,4,2,0,Direct,Direct,E,600,2400,Refundable,3,Transient,Check-Out,2400,
No Meal,0,USA  , Pune,0,51,2020,April,1,1,3,4,2,0,Online TA,TA/TO,F,500,2000,No Deposit ,2,Transient,No-Show,2000,
Half Meal,150, China  , Kochi,0,23,2024,November,0,1,3,4,2,0,Direct,Direct,C,800,3200,No Deposit ,2,Transient,Check-Out,3350,
Bed & Breakfast,100, Portugal  , Mumbai,0,79,2021,June,0,2,3,5,2,0,Offline TA/TO,TA/TO,E,600,3000,Refundable,3,Contract,No-Show,3100,
Self Catering,200, Norway  , Kochi,0,48,2025,November,1,2,3,5,2,0,Online TA,TA/TO,E,600,3000,Refundable,3,Transient,Check-Out,3200,
Half Meal,150, Iran  , Hyderabad,0,51,2021,January,1,2,3,5,1,1,Direct,Direct,A,1000,5000,Advance,4,Transient,Canceled,5150,
No Meal,0, Spain  , Chandigarh,0,78,2023,July,1,2,5,7,2,0,Offline TA/TO,TA/TO,E,600,4200,Non Refundable,1,Contract,Canceled,4200,
Full Meal,300, Iran  , Mumbai,0,24,2023,August,1,2,5,7,2,0,Direct,Direct,B,900,6300,Advance,2,Transient,No-Show,6600,
Bed & Breakfast,100, Norway  , Hyderabad,0,45,2025,July,0,2,5,7,2,0,Offline TA/TO,TA/TO,E,600,4200,Non Refundable,4,Contract,Check-Out,4300,
No Meal,0, China  , Kolkata,1,24,2021,March,0,2,5,7,1,0,Online TA,TA/TO,C,800,5600,Refundable,4,Transient,No-Show,5600,
Half Meal,150,Europe, Hyderabad,0,44,2024,March,0,2,5,7,2,0,Offline TA/TO,TA/TO,E,600,4200,Refundable,3,Contract,No-Show,4350,
Bed & Breakfast,100, China  , Delhi,0,78,2020,August,1,2,5,7,2,0,Offline TA/TO,TA/TO,C,800,5600,No Deposit ,4,Contract,Canceled,5700,
Bed & Breakfast,100, Italy  , Kolkata,0,45,2024,May,0,2,5,7,2,0,Online TA,TA/TO,F,500,3500,Advance,1,Transient,Check-Out,3600,
Half Meal,150, Iran  , Kochi,0,115,2024,March,0,2,5,7,2,0,Online TA,TA/TO,D,700,4900,Non Refundable,4,Transient,Canceled,5050,
No Meal,0, Nepal  , Mumbai,0,50,2022,November,1,2,5,7,2,0,Offline TA/TO,TA/TO,F,500,3500,Refundable,1,Transient,Check-Out,3500,
Bed & Breakfast,100, Nepal  , Bhopal,0,45,2025,March,0,2,5,7,2,0,Online TA,TA/TO,E,600,4200,Non Refundable,2,Transient,Canceled,4300,
Bed & Breakfast,100, Norway  , Chennai,1,103,2024,September,1,2,5,7,2,0,Online TA,TA/TO,F,500,3500,Advance,4,Transient,Check-Out,3600,
Half Meal,150, Italy  , Jaipur,0,145,2025,April,1,2,5,7,2,0,Offline TA/TO,TA/TO,C,800,5600,Non Refundable,3,Contract,Check-Out,5750,
No Meal,0,Europe, Bhopal,0,113,2020,March,1,0,2,2,2,0,Online TA,TA/TO,B,900,1800,Advance,4,Transient,Canceled,1800,
Bed & Breakfast,100,USA  , Kolkata,0,102,2023,September,1,0,2,2,2,0,Online TA,TA/TO,B,900,1800,No Deposit ,3,Transient,Check-Out,1900,
No Meal,0, China  , Mumbai,0,113,2025,May,0,0,2,2,2,0,Online TA,TA/TO,B,900,1800,Non Refundable,2,Transient,Canceled,1800,
Full Meal,300, Spain  , Jaipur,0,0,2023,February,1,0,2,2,2,0,Direct,Direct,A,1000,2000,Refundable,4,Transient,No-Show,2300,
Full Meal,300, Nepal  , Mumbai,1,29,2020,September,0,1,2,3,2,1,Direct,Direct,E,600,1800,Non Refundable,4,Transient,No-Show,2100,
Bed & Breakfast,100, Nepal  , Indore,1,115,2021,May,0,2,2,4,2,2,Online TA,TA/TO,A,1000,4000,Advance,4,Transient,Check-Out,4100,
Full Meal,300,Europe, Lucknow,0,73,2020,November,0,2,2,4,2,0,Online TA,TA/TO,C,800,3200,Refundable,3,Transient,No-Show,3500,
Full Meal,300,USA  , Hyderabad,0,115,2022,November,0,2,2,4,2,0,Online TA,TA/TO,D,700,2800,No Deposit ,3,Transient,No-Show,3100,
Self Catering,200, Iran  , Hyderabad,0,115,2023,June,0,2,3,5,2,2,Online TA,TA/TO,A,1000,5000,Non Refundable,2,Transient,Check-Out,5200,
Self Catering,200, Norway  , Indore,0,20,2024,August,0,2,5,7,2,0,Offline TA/TO,TA/TO,E,600,4200,Non Refundable,4,Transient-Party,No-Show,4400,
Full Meal,300, Iran  , Ahmedabad,0,56,2025,October,1,2,5,7,1,0,Offline TA/TO,TA/TO,A,1000,7000,Advance,3,Contract,No-Show,7300,
Half Meal,150, Spain  , Jaipur,0,50,2024,October,1,2,5,7,2,0,Online TA,TA/TO,B,900,6300,No Deposit ,1,Transient,No-Show,6450,
No Meal,0, Italy  , Indore,0,20,2020,March,0,2,5,7,2,0,Offline TA/TO,TA/TO,C,800,5600,Non Refundable,4,Transient,No-Show,5600,
Self Catering,200,USA  , Lucknow,0,53,2023,November,1,2,5,7,2,0,Online TA,TA/TO,C,800,5600,Advance,4,Transient,No-Show,5800,
Bed & Breakfast,100, China  , Bhopal,0,46,2020,August,0,2,5,7,2,0,Offline TA/TO,TA/TO,B,900,6300,No Deposit ,1,Transient,No-Show,6400,
Half Meal,150, Spain  , Indore,1,23,2020,April,1,2,5,7,2,0,Offline TA/TO,TA/TO,D,700,4900,Advance,3,Transient,No-Show,5050,
Bed & Breakfast,100, Portugal  , Ahmedabad,0,63,2020,April,1,2,5,7,1,0,Offline TA/TO,TA/TO,C,800,5600,Refundable,4,Contract,Canceled,5700,
No Meal,0, Norway  , Pune,0,200,2024,September,1,2,5,7,2,0,Offline TA/TO,TA/TO,A,1000,7000,No Deposit ,2,Transient,Check-Out,7000,
Bed & Breakfast,100, Italy  , Bhopal,0,56,2020,May,1,2,6,8,2,0,Online TA,TA/TO,A,1000,8000,Refundable,2,Transient,Canceled,8100,
Self Catering,200, Portugal  , Chandigarh,0,49,2024,July,0,2,6,8,2,0,Online TA,TA/TO,C,800,6400,Non Refundable,4,Transient,Check-Out,6600,
No Meal,0, Portugal  , Indore,0,56,2023,November,0,2,6,8,2,0,Online TA,TA/TO,E,600,4800,No Deposit ,3,Transient,No-Show,4800,
Self Catering,200,Europe, Jaipur,0,0,2021,July,1,0,1,1,1,0,Direct,Direct,D,700,700,Non Refundable,2,Transient,Check-Out,900,
Full Meal,300, Iran  , Chennai,1,87,2022,June,1,0,1,1,2,0,Groups,TA/TO,D,700,700,Advance,2,Transient,Canceled,1000,
Full Meal,300, Portugal  , Indore,1,87,2025,September,1,0,1,1,2,0,Groups,TA/TO,C,800,800,Non Refundable,4,Transient,No-Show,1100,
Full Meal,300, Portugal  , Ahmedabad,1,87,2024,October,0,0,1,1,2,0,Groups,TA/TO,A,1000,1000,Non Refundable,3,Transient,Canceled,1300,
Self Catering,200, China  , Jaipur,1,87,2025,May,1,0,1,1,2,0,Groups,TA/TO,A,1000,1000,Refundable,4,Transient,Canceled,1200,
Bed & Breakfast,100, Spain  , Mumbai,0,114,2025,June,0,0,1,1,1,0,Online TA,TA/TO,D,700,700,Refundable,2,Transient-Party,Canceled,800,
Half Meal,150,USA  , Chandigarh,0,1,2022,July,0,0,1,1,1,0,Direct,Direct,C,800,800,Non Refundable,3,Transient,Check-Out,950,
Full Meal,300,USA  , Bhopal,0,5,2023,February,1,0,1,1,2,0,Direct,Direct,D,700,700,Advance,2,Transient,Check-Out,1000,
Bed & Breakfast,100, Iran  , Chandigarh,0,1,2025,January,0,0,1,1,2,0,Direct,Direct,A,1000,1000,Advance,4,Transient,Canceled,1100,
Self Catering,200, Norway  , Delhi,1,87,2025,December,1,0,1,1,2,0,Groups,TA/TO,D,700,700,No Deposit ,2,Transient,Check-Out,900,
Full Meal,300, China  , Pune,1,87,2020,November,1,0,1,1,2,0,Groups,TA/TO,F,500,500,Non Refundable,3,Transient,Canceled,800,
Self Catering,200, Norway  , Goa,1,4,2025,October,0,1,1,2,2,0,Offline TA/TO,TA/TO,E,600,1200,No Deposit ,4,Transient,Canceled,1400,
No Meal,0, Nepal  , Kolkata,1,4,2022,February,1,1,1,2,2,0,Offline TA/TO,TA/TO,C,800,1600,Refundable,4,Transient,No-Show,1600,
Full Meal,300, China  , Kolkata,0,192,2024,September,0,2,2,4,1,0,Online TA,TA/TO,F,500,2000,Non Refundable,2,Transient-Party,Check-Out,2300,
Bed & Breakfast,100,USA  , Ahmedabad,0,192,2022,November,1,2,2,4,1,0,Online TA,TA/TO,C,800,3200,Refundable,4,Transient-Party,Canceled,3300,
No Meal,0, China  , Bhopal,0,192,2020,November,1,2,2,4,1,0,Online TA,TA/TO,C,800,3200,Non Refundable,1,Transient-Party,No-Show,3200,
Bed & Breakfast,100, Spain  , Bhopal,0,39,2023,September,1,2,2,4,2,0,Offline TA/TO,TA/TO,E,600,2400,Non Refundable,3,Contract,No-Show,2500,
Full Meal,300, Iran  , Mumbai,0,25,2023,August,1,2,2,4,1,0,Online TA,TA/TO,D,700,2800,Refundable,3,Transient,No-Show,3100,
Full Meal,300, Norway  , Chennai,1,192,2025,April,1,2,2,4,1,0,Online TA,TA/TO,F,500,2000,Non Refundable,3,Transient,Canceled,2300,
Bed & Breakfast,100, Italy  , Kolkata,0,192,2020,January,1,2,2,4,1,0,Online TA,TA/TO,D,700,2800,Refundable,2,Transient-Party,Check-Out,2900,
No Meal,0, Spain  , Bangalore,0,53,2025,July,1,2,2,4,2,0,Online TA,TA/TO,D,700,2800,Advance,2,Transient,Check-Out,2800,
Bed & Breakfast,100, Italy  , Bangalore,1,21,2022,April,0,2,3,5,2,0,Online TA,TA/TO,F,500,2500,No Deposit ,4,Transient,No-Show,2600,
Full Meal,300, Norway  , Goa,0,19,2022,December,1,2,5,7,2,0,Online TA,TA/TO,C,800,5600,Refundable,3,Transient,Canceled,5900,
Bed & Breakfast,100,Europe, Kochi,0,10,2024,May,0,2,1,3,2,0,Online TA,TA/TO,F,500,1500,Refundable,3,Transient,No-Show,1600,
Full Meal,300, Spain  , Pune,0,61,2021,July,1,2,1,3,2,0,Online TA,TA/TO,F,500,1500,No Deposit ,1,Transient,Canceled,1800,
Half Meal,150, Portugal  , Chandigarh,1,72,2025,January,1,2,2,4,2,0,Online TA,TA/TO,D,700,2800,No Deposit ,2,Transient,No-Show,2950,
No Meal,0, Spain  , Hyderabad,0,70,2025,September,1,2,5,7,2,0,Online TA,TA/TO,C,800,5600,Non Refundable,4,Transient,No-Show,5600,
Half Meal,150, China  , Chandigarh,0,46,2020,October,1,2,5,7,2,0,Offline TA/TO,TA/TO,D,700,4900,No Deposit ,3,Transient,No-Show,5050,
Full Meal,300,USA  , Chandigarh,0,38,2020,June,0,2,5,7,2,0,Direct,Direct,A,1000,7000,Advance,1,Transient,Check-Out,7300,
Self Catering,200, Spain  , Hyderabad,0,53,2024,August,1,2,5,7,2,0,Offline TA/TO,TA/TO,D,700,4900,No Deposit ,2,Contract,No-Show,5100,
Self Catering,200, China  , Mumbai,0,51,2023,January,0,2,5,7,2,0,Online TA,TA/TO,A,1000,7000,Refundable,2,Transient,Check-Out,7200,
Bed & Breakfast,100,Europe, Chandigarh,0,124,2024,June,0,2,5,7,2,0,Online TA,TA/TO,D,700,4900,Advance,2,Transient,Canceled,5000,
Full Meal,300, Norway  , Hyderabad,1,361,2025,April,0,2,5,7,26,0,Offline TA/TO,TA/TO,F,500,3500,Refundable,1,Group,No-Show,3800,
Full Meal,300,USA  , Goa,0,25,2023,May,1,2,5,7,2,0,Online TA,TA/TO,E,600,4200,Non Refundable,1,Transient,Check-Out,4500,
Half Meal,150, China  , Chandigarh,1,49,2023,March,0,2,5,7,2,0,Online TA,TA/TO,E,600,4200,Non Refundable,2,Transient,Check-Out,4350,
Bed & Breakfast,100, Spain  , Hyderabad,0,53,2023,April,0,2,5,7,2,0,Online TA,TA/TO,C,800,5600,Advance,3,Transient,No-Show,5700,
Half Meal,150, Spain  , Goa,0,14,2024,January,0,2,5,7,2,0,Direct,Direct,D,700,4900,Non Refundable,4,Transient,Check-Out,5050,
Half Meal,150, China  , Hyderabad,0,163,2023,November,1,2,5,7,2,0,Direct,Direct,F,500,3500,Refundable,4,Transient,No-Show,3650,
Full Meal,300, Norway  , Hyderabad,0,2,2021,June,1,1,0,1,2,0,Corporate,Corporate,E,600,600,Refundable,3,Transient,Check-Out,900,
Full Meal,300, Spain  , Mumbai,0,1,2025,November,1,1,0,1,1,0,Online TA,TA/TO,A,1000,1000,No Deposit ,4,Transient,Canceled,1300,
No Meal,0, Portugal  , Chandigarh,0,0,2024,July,0,2,0,2,2,0,Online TA,TA/TO,E,600,1200,Non Refundable,4,Transient-Party,Check-Out,1200,
Bed & Breakfast,100, Nepal  , Goa,1,338,2020,November,1,2,0,2,55,0,Direct,Direct,F,500,1000,Advance,4,Group,No-Show,1100,
Full Meal,300, Norway  , Kochi,0,0,2024,April,0,2,0,2,2,0,Online TA,TA/TO,B,900,1800,Refundable,2,Transient-Party,Check-Out,2100,
Self Catering,200, Nepal  , Bhopal,1,34,2021,December,1,2,2,4,2,2,Online TA,TA/TO,F,500,2000,No Deposit ,4,Transient,No-Show,2200,
Self Catering,200, Italy  , Delhi,1,34,2024,September,1,2,2,4,2,0,Online TA,TA/TO,D,700,2800,Advance,3,Transient,Check-Out,3000,
Self Catering,200, Iran  , Hyderabad,0,81,2022,April,0,2,5,7,2,0,Offline TA/TO,TA/TO,E,600,4200,Advance,3,Transient,Canceled,4400,
Self Catering,200, Italy  , Delhi,0,26,2024,July,1,2,5,7,2,0,Direct,Direct,F,500,3500,Refundable,3,Transient,No-Show,3700,
No Meal,0,USA  , Pune,0,75,2023,March,1,4,6,10,2,0,Online TA,TA/TO,E,600,6000,Advance,4,Transient,Check-Out,6000,
Full Meal,300, Italy  , Kolkata,0,54,2020,October,0,4,7,11,2,0,Offline TA/TO,TA/TO,A,1000,11000,No Deposit ,4,Contract,Canceled,11300,
Self Catering,200, China  , Bhopal,1,170,2023,May,1,4,8,12,2,0,Groups,TA/TO,F,500,6000,Refundable,4,Transient,No-Show,6200,
Bed & Breakfast,100, Italy  , Pune,1,170,2021,September,1,4,8,12,2,0,Groups,TA/TO,A,1000,12000,No Deposit ,1,Transient,Canceled,12100,
No Meal,0, Portugal  , Indore,1,170,2022,April,0,4,8,12,2,0,Groups,TA/TO,F,500,6000,Refundable,2,Transient,No-Show,6000,
Half Meal,150,Europe, Indore,1,170,2024,April,1,4,8,12,2,0,Groups,TA/TO,D,700,8400,Non Refundable,3,Transient,Check-Out,8550,
Full Meal,300, Italy  , Jaipur,1,170,2025,February,1,4,8,12,2,0,Groups,TA/TO,D,700,8400,Advance,4,Transient,No-Show,8700,
Bed & Breakfast,100, Portugal  , Jaipur,1,170,2021,September,1,4,8,12,2,0,Groups,TA/TO,A,1000,12000,Refundable,3,Transient,Check-Out,12100,
Self Catering,200, Portugal  , Delhi,1,170,2022,March,0,4,8,12,2,0,Groups,TA/TO,F,500,6000,Non Refundable,4,Transient,Canceled,6200,
No Meal,0, Iran  , Mumbai,1,170,2020,October,0,4,8,12,2,0,Groups,TA/TO,D,700,8400,Advance,2,Transient,Check-Out,8400,
Full Meal,300, China  , Pune,1,170,2025,May,1,4,8,12,2,0,Groups,TA/TO,D,700,8400,Refundable,1,Transient,No-Show,8700,
Full Meal,300, Norway  , Chennai,1,170,2020,August,0,4,8,12,2,0,Groups,TA/TO,B,900,10800,Refundable,2,Transient,Canceled,11100,
Half Meal,150,Europe, Lucknow,1,170,2022,September,1,4,8,12,2,0,Groups,TA/TO,C,800,9600,Non Refundable,3,Transient,No-Show,9750,
Full Meal,300, Spain  , Hyderabad,1,170,2022,June,1,4,8,12,2,0,Groups,TA/TO,D,700,8400,Refundable,4,Transient,No-Show,8700,
Half Meal,150, Italy  , Indore,0,69,2022,October,0,2,3,5,2,0,Offline TA/TO,TA/TO,A,1000,5000,Advance,4,Transient,Canceled,5150,
Full Meal,300, Norway  , Bhopal,0,69,2020,March,0,2,3,5,2,0,Offline TA/TO,TA/TO,D,700,3500,Refundable,4,Transient,Canceled,3800,
No Meal,0,Europe, Bangalore,1,38,2023,September,1,2,3,5,2,2,Online TA,TA/TO,E,600,3000,Advance,1,Transient,Canceled,3000,
No Meal,0, China  , Ahmedabad,0,90,2023,April,1,4,10,14,2,0,Online TA,TA/TO,D,700,9800,Refundable,3,Transient,Check-Out,9800,
No Meal,0,USA  , Lucknow,0,111,2020,June,1,2,4,6,2,0,Online TA,TA/TO,D,700,4200,Non Refundable,2,Transient,Check-Out,4200,
Bed & Breakfast,100, Spain  , Lucknow,0,18,2021,March,1,2,4,6,2,0,Online TA,TA/TO,D,700,4200,Refundable,3,Transient,Canceled,4300,
Half Meal,150, China  , Mumbai,0,7,2020,October,1,1,0,1,2,0,Online TA,TA/TO,A,1000,1000,No Deposit ,2,Transient,Canceled,1150,
Self Catering,200, Nepal  , Lucknow,0,1,2025,March,0,1,1,2,2,0,Online TA,TA/TO,E,600,1200,Refundable,2,Group,No-Show,1400,
No Meal,0, Portugal  , Ahmedabad,0,69,2021,May,0,1,1,2,2,0,Online TA,TA/TO,A,1000,2000,Non Refundable,1,Transient,No-Show,2000,
Half Meal,150, Spain  , Indore,1,7,2024,February,0,1,0,1,2,0,Corporate,Corporate,F,500,500,Advance,1,Transient,Canceled,650,
Bed & Breakfast,100, China  , Indore,0,10,2021,January,1,1,3,4,2,0,Direct,Direct,E,600,2400,Advance,3,Transient,Check-Out,2500,
No Meal,0, Iran  , Delhi,0,55,2024,June,1,1,3,4,2,0,Offline TA/TO,TA/TO,D,700,2800,Non Refundable,2,Contract,Check-Out,2800,
No Meal,0, Norway  , Bangalore,0,10,2020,May,0,1,3,4,2,0,Direct,Direct,E,600,2400,No Deposit ,1,Transient,Canceled,2400,
Full Meal,300, Italy  , Ahmedabad,0,52,2025,January,0,2,5,7,2,0,Offline TA/TO,TA/TO,E,600,4200,No Deposit ,3,Transient,No-Show,4500,
No Meal,0,Europe, Ahmedabad,0,14,2025,October,0,2,5,7,2,0,Online TA,TA/TO,E,600,4200,No Deposit ,1,Transient,Canceled,4200,
Self Catering,200, Iran  , Hyderabad,0,17,2020,April,0,2,5,7,2,0,Online TA,TA/TO,B,900,6300,No Deposit ,4,Transient,Check-Out,6500,
No Meal,0, Portugal  , Ahmedabad,1,74,2022,October,1,3,6,9,2,0,Online TA,TA/TO,C,800,7200,Non Refundable,1,Transient,Check-Out,7200,
Self Catering,200, Nepal  , Lucknow,1,74,2020,December,1,3,6,9,2,0,Online TA,TA/TO,D,700,6300,Advance,1,Transient,No-Show,6500,
Half Meal,150, Spain  , Jaipur,1,74,2020,March,0,3,6,9,2,0,Online TA,TA/TO,F,500,4500,Non Refundable,1,Transient,No-Show,4650,
No Meal,0, Nepal  , Hyderabad,1,74,2022,April,1,3,6,9,2,0,Online TA,TA/TO,A,1000,9000,Refundable,1,Transient,Check-Out,9000,
No Meal,0,USA  , Pune,0,207,2022,September,1,3,7,10,2,0,Offline TA/TO,TA/TO,C,800,8000,Non Refundable,3,Transient,Canceled,8000,
Full Meal,300, Italy  , Kochi,1,102,2024,November,1,3,9,12,2,0,Online TA,TA/TO,D,700,8400,Non Refundable,4,Transient,No-Show,8700,
Full Meal,300, Nepal  , Indore,1,1,2021,October,0,0,1,1,1,0,Corporate,Corporate,F,500,500,Non Refundable,2,Transient,Canceled,800,
No Meal,0, Iran  , Mumbai,1,1,2022,February,0,0,1,1,1,0,Corporate,Corporate,C,800,800,Non Refundable,1,Transient,No-Show,800,
Bed & Breakfast,100, Iran  , Bhopal,1,1,2025,May,0,0,1,1,1,0,Corporate,Corporate,E,600,600,Refundable,1,Transient,Check-Out,700,
Half Meal,150,USA  , Jaipur,0,0,2022,September,1,0,0,0,2,0,Direct,Direct,F,500,0,No Deposit ,2,Transient,Check-Out,150,
Bed & Breakfast,100, Spain  , Indore,1,43,2025,July,1,0,1,1,1,0,Online TA,TA/TO,D,700,700,Non Refundable,4,Transient,No-Show,800,
Self Catering,200, Nepal  , Hyderabad,0,70,2020,December,0,0,1,1,2,0,Online TA,TA/TO,F,500,500,Refundable,3,Transient,Check-Out,700,
Bed & Breakfast,100, Spain  , Bangalore,0,0,2024,March,0,0,2,2,2,0,Direct,Direct,C,800,1600,Refundable,2,Transient,Canceled,1700,
Bed & Breakfast,100,Europe, Lucknow,1,91,2023,February,1,0,2,2,2,2,Online TA,TA/TO,A,1000,2000,Non Refundable,2,Transient,Canceled,2100,
Half Meal,150, Spain  , Goa,1,1,2020,June,0,0,3,3,2,0,Direct,Direct,D,700,2100,Refundable,2,Transient,Check-Out,2250,
Bed & Breakfast,100, Nepal  , Delhi,0,1,2020,March,0,0,3,3,0,0,Corporate,Corporate,C,800,2400,Advance,3,Transient-Party,Check-Out,2500,
Bed & Breakfast,100, China  , Goa,0,43,2020,March,1,0,4,4,2,0,Online TA,TA/TO,C,800,3200,No Deposit ,4,Transient,No-Show,3300,
Full Meal,300,USA  , Chandigarh,0,3,2021,August,1,0,2,2,2,0,Online TA,TA/TO,E,600,1200,Refundable,2,Transient,Canceled,1500,
No Meal,0, Norway  , Pune,0,31,2023,March,0,1,5,6,2,2,Direct,Direct,E,600,3600,No Deposit ,1,Transient,Canceled,3600,
No Meal,0, China  , Ahmedabad,1,328,2021,March,0,2,5,7,20,0,Direct,Direct,C,800,5600,Advance,1,Group,Canceled,5600,
Self Catering,200,Europe, Chennai,1,328,2022,February,1,2,5,7,6,0,Direct,Direct,D,700,4900,Refundable,3,Group,Canceled,5100,
Self Catering,200,USA  , Lucknow,0,87,2022,March,0,2,5,7,2,0,Online TA,TA/TO,F,500,3500,Advance,4,Transient,Canceled,3700,
Self Catering,200, Norway  , Ahmedabad,1,328,2024,July,0,2,5,7,5,0,Direct,Direct,F,500,3500,Refundable,1,Group,Check-Out,3700,
Half Meal,150, Norway  , Jaipur,0,84,2020,December,0,2,5,7,2,0,Online TA,TA/TO,D,700,4900,No Deposit ,3,Transient,Canceled,5050,
No Meal,0, Portugal  , Pune,0,123,2022,July,0,2,5,7,2,0,Online TA,TA/TO,E,600,4200,No Deposit ,3,Transient,Check-Out,4200,
